 Date,Campaign_Source,Video_ID,Category,Subcategory,Presenter,RPV,TotalViews,ViewsOffsite,ViewsOnsite,GrossRevenue,TotalUnitsSold,TotalSecondsViewed,SecondsViewedOffsite,SecondsViewedOnsite,SalePrice
5/3/16,syndication-aol-hp-test,2843,Apparel,Tops,Anita Patrickson,0.16,12523,12449,74,2061,40,432014,429696,2318,51.52
5/3/16,syndication-aol-hp-test,2949,Accessories,Shoes,Zoe Ruderman,0.54,16284,16169,115,8815,64,640069,635700,4369,137.73
5/2/16,syndication-aol-hp-test,2910,Accessories,Shoes,Alison Deyette,0.42,10781,10623,158,4560,57,422238,414849,7389,80
5/2/16,syndication-aol-hp-test,2957,Beauty,Tools,Zoe Ruderman,0.63,17712,17356,356,11144,56,1436872,1407057,29815,199
4/29/16,syndication-aol-hp-test,2951,Apparel,Tops,Karla Cavalli,0.49,15538,15122,416,7613.5,155,646592,628792,17800,49.12
4/29/16,syndication-aol-hp-test,2953,Beauty,Skincare,Jamie Greenberg,0.24,18642,18259,383,4480,64,1020934,994691,26243,70
4/28/16,syndication-aol-hp-test,2950,Beauty,Skincare,Susan Yara,0.2,12808,12483,325,2597,98,647747,629555,18192,26.5
4/28/16,syndication-aol-hp-test,2949,Accessories,Shoes,Zoe Ruderman,0.37,32300,31798,502,11982,86,1281250,1257794,23456,139.33
4/27/16,syndication-aol-hp-test,2946,Accessories,Fashion Jewelry,Lindsay Albanese,0.43,7291,7109,182,3120,80,251142,243649,7493,39
4/27/16,syndication-aol-hp-test,2948,Accessories,Bags,Karla Cavalli,0.35,7325,7193,132,2550,17,262738,257194,5544,150
4/26/16,syndication-aol-hp-test,2518,Home,Storage & Organization,Marcy McKenna,1.41,12917,12617,300,18258,102,1092147,1070971,21176,179
4/26/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.45,2577,2549,28,1156,9,117201,115908,1293,128.44
4/26/16,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.28,3513,3460,53,973,7,143643,141259,2384,139
4/26/16,syndication-aol-hp-test,2452,Home,Tech Accessories,Marcy McKenna,0.2,28267,28217,50,5550,111,1452410,1450015,2395,50
4/25/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.14,5864,5836,28,815,6,281004,279762,1242,135.83
4/25/16,syndication-aol-hp-test,2814,Accessories,Fashion Jewelry,Karla Cavalli,0.29,5668,5622,46,1628,11,178304,176572,1732,148
4/25/16,syndication-aol-hp-test,2990,Beauty,Skincare,Zoe Ruderman,0.11,7929,7785,144,855,9,390329,381211,9118,95
4/25/16,syndication-aol-hp-test,2941,Accessories,Fashion Jewelry,Karla Cavalli,0.31,2352,2278,74,720,15,92547,89264,3283,48
4/25/16,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.25,13216,13024,192,3336,24,555724,546532,9192,139
4/24/16,syndication-aol-hp-test,2935,Accessories,Shoes,Lindsay Albanese,0.47,3891,3845,46,1820,28,145446,144062,1384,65
4/23/16,syndication-aol-hp-test,2452,Home,Tech Accessories,Marcy McKenna,0.27,13165,13118,47,3550,71,724787,721796,2991,50
4/22/16,syndication-aol-hp-test,2452,Home,Tech Accessories,Marcy McKenna,0.18,22255,22152,103,4100,82,1140202,1134052,6150,50
4/22/16,syndication-aol-hp-test,895,Beauty,Bath & Body,Susan Yara,0.36,11154,10966,188,3972,108,578443,569128,9315,36.78
4/22/16,syndication-aol-hp-test,2937,Beauty,Tools,Joy Bergin,0.23,2564,2532,32,600,8,110028,108051,1977,75
4/22/16,syndication-aol-hp-test,2723,Beauty,Skincare,Jenny Patinkin,0.23,1369,1364,5,312,4,88254,88074,180,78
4/21/16,syndication-aol-hp-test,2113,Beauty,Skincare,Zoe Ruderman,0.39,2406,2371,35,939,7,168115,166082,2033,134.14
4/21/16,syndication-aol-hp-test,2912,Accessories,Fashion Jewelry,Zoe Ruderman,0.28,13808,13676,132,3886,67,570176,564682,5494,58
4/21/16,syndication-aol-hp-test,2935,Accessories,Shoes,Lindsay Albanese,0.47,19473,19177,296,9100,140,694425,683699,10726,65
4/21/16,syndication-aol-hp-test,2858,Health & Fitness,Hydration,Susan Yara,0.05,3982,3958,24,185,5,163966,162662,1304,37
4/21/16,syndication-aol-hp-test,2099,Accessories,Fashion Jewelry,Shalini Vadhera,0.28,1371,1322,49,390,5,47819,46212,1607,78
4/21/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0,1082,1061,21,0,0,74867,73949,918,
4/20/16,syndication-aol-hp-test,2693,Apparel,Bottoms,Bianca Jade,0.75,2121,2088,33,1600,20,113886,112544,1342,80
4/20/16,syndication-aol-hp-test,2934,Beauty,Tools,Jamie Greenberg,0.2,30309,29782,527,6004,373,3502398,3448262,54136,16.1
4/20/16,syndication-aol-hp-test,2932,Apparel,Tops,Alison Deyette,0.14,13920,13635,285,1947,33,503017,487368,15649,59
4/20/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0.26,49670,49347,323,12960,288,3054178,3041216,12962,45
4/19/16,syndication-aol-hp-test,2195,Beauty,Skincare,Mikaela South,0.13,23460,22987,473,3000,40,1075382,1047883,27499,75
4/19/16,syndication-aol-hp-test,2926,Accessories,Shoes,Alison Deyette,0.64,1729,1711,18,1104,8,71753,70908,845,138
4/19/16,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.28,7793,7685,108,2193,17,569694,559072,10622,129
4/18/16,syndication-aol-hp-test,2837,Accessories,Shoes,Tienlyn Jacobson,0.42,2121,2082,39,894,6,92683,90954,1729,149
4/18/16,syndication-aol-hp-test,2929,Apparel,Dresses,Zoe Ruderman,0.3,16791,16291,500,4992,64,697198,671487,25711,78
4/18/16,syndication-aol-hp-test,2926,Accessories,Shoes,Alison Deyette,0.32,8230,8154,76,2622,19,316324,313642,2682,138
4/15/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.35,3937,3914,23,1371,10,186550,185356,1194,137.1
4/15/16,syndication-aol-hp-test,2518,Home,Storage & Organization,Marcy McKenna,0.5,9956,9845,111,4950,22,753444,745476,7968,225
4/15/16,syndication-aol-hp-test,2923,Apparel,Tops,Alison Deyette,0.24,13178,13059,119,3127,53,391400,387369,4031,59
4/14/16,syndication-aol-hp-test,2921,Accessories,Bags,Zoe Ruderman,0.21,6872,6449,423,1428,21,270447,246790,23657,68
4/14/16,syndication-aol-hp-test,2911,Beauty,Skincare,Jamie Greenberg,0.26,1387,1362,25,360,4,69895,67943,1952,90
4/14/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.16,10124,10053,71,1611,12,482331,479216,3115,134.25
4/14/16,syndication-aol-hp-test,2351,Accessories,Bags,Zoe Ruderman,0.27,1421,1394,27,390,5,69543,68144,1399,78
4/13/16,syndication-aol-hp-test,2078,Beauty,Skincare,Mikaela South,0.23,3816,3789,27,864,21,211545,210042,1503,41.14
4/13/16,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.27,9184,9097,87,2450,50,466743,462324,4419,49
4/13/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.17,11856,11766,90,2029,15,577650,572862,4788,135.27
4/13/16,syndication-aol-hp-test,2956,Beauty,Skincare,Jenny Patinkin,0.09,9196,8874,322,792,22,444990,423980,21010,36
4/13/16,syndication-aol-hp-test,2032,Accessories,Shoes,Zoe Ruderman,0,2733,2694,39,0,0,127929,126222,1707,
4/12/16,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.35,1391,1311,80,490,10,73682,68362,5320,49
4/12/16,syndication-aol-hp-test,2078,Beauty,Skincare,Mikaela South,0.14,8849,8813,36,1218,31,462796,460929,1867,39.29
4/12/16,syndication-aol-hp-test,2936,Accessories,Fashion Jewelry,Zoe Ruderman,0.06,1224,1172,52,76,2,42220,39683,2537,38
4/12/16,syndication-aol-hp-test,2032,Accessories,Shoes,Zoe Ruderman,0.12,20550,20276,274,2376,24,945323,932644,12679,99
4/12/16,syndication-aol-hp-test,2914,Apparel,Tops,Tienlyn Jacobson,0.07,27361,27085,276,2009,41,988130,975059,13071,49
4/11/16,syndication-aol-hp-test,2833,Beauty,Makeup,Zoe Ruderman,0.17,1826,1785,41,315,18,115484,113514,1970,17.5
4/11/16,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.23,10256,9811,445,2352,48,546405,512587,33818,49
4/11/16,syndication-aol-hp-test,2898,Home,Cleaning & Laundry Care,Marcy McKenna,0.2,1182,1166,16,238,14,61545,60629,916,17
4/11/16,syndication-aol-hp-test,2936,Accessories,Fashion Jewelry,Zoe Ruderman,0.02,46994,46769,225,950,25,1622993,1614054,8939,38
4/11/16,syndication-aol-hp-test,2958,Home,Storage & Organization,Marcy McKenna,0.19,24423,24074,349,4696,233,1532893,1511124,21769,20.15
4/8/16,syndication-aol-hp-test,2898,Home,Cleaning & Laundry Care,Marcy McKenna,0.07,17850,17743,107,1174,71,974762,968008,6754,16.54
4/8/16,syndication-aol-hp-test,2807,Beauty,Tools,Susan Yara,0.2,5793,5693,100,1160,58,265979,260644,5335,20
4/8/16,syndication-aol-hp-test,2429,Apparel,Denim,Zoe Ruderman,0.12,1663,1658,5,196,2,65729,65437,292,98
4/8/16,syndication-aol-hp-test,2825,Home,Tech Accessories,Marcy McKenna,0.45,3817,3734,83,1700,85,254989,250409,4580,20
4/8/16,syndication-aol-hp-test,2441,Beauty,Tools,Zoe Ruderman,0.14,19020,19014,6,2574,26,1121006,1120716,290,99
4/8/16,syndication-aol-hp-test,2897,Accessories,Shoes,Zoe Ruderman,0.38,2830,2794,36,1080,18,123158,121690,1468,60
4/7/16,syndication-aol-hp-test,2898,Home,Cleaning & Laundry Care,Marcy McKenna,0.07,26767,26575,192,1782,109,1436520,1425197,11323,16.35
4/7/16,syndication-aol-hp-test,2919,Apparel,Bottoms,Karla Cavalli,0.08,16439,16264,175,1280,20,576728,569216,7512,64
4/7/16,syndication-aol-hp-test,2833,Beauty,Makeup,Zoe Ruderman,0.32,25458,24758,700,8225,463,1709604,1671788,37816,17.76
4/6/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.3,15689,15537,152,4640,29,877833,869394,8439,160
4/6/16,syndication-aol-hp-test,2902,Accessories,Fashion Jewelry,Karla Cavalli,0.09,32559,32341,218,2989,61,1001234,991956,9278,49
4/6/16,syndication-aol-hp-test,2813,Beauty,Skincare,Susan Yara,0.04,7830,7820,10,294,6,240866,240377,489,49
4/5/16,syndication-aol-hp-test,2326,Home,Kitchen & Food,Marcy McKenna,0.15,2919,2878,41,425,8,189687,187466,2221,53.13
4/5/16,syndication-aol-hp-test,2769,Accessories,Bags,Zoe Ruderman,0.44,2832,2746,86,1248,16,113793,110593,3200,78
4/5/16,syndication-aol-hp-test,2506,Accessories,Hosiery,Alison Deyette,0.06,3141,3090,51,180,9,119447,117893,1554,20
4/5/16,syndication-aol-hp-test,2896,Beauty,Skincare,Jenny Patinkin,0,1099,1022,77,0,0,53412,49030,4382,
4/5/16,syndication-aol-hp-test,2901,Beauty,Skincare,Susan Yara,0.07,10055,9946,109,696,12,400323,394882,5441,58
4/5/16,syndication-aol-hp-test,2899,Accessories,Bags,Anita Patrickson,0.77,11695,11035,660,9027,153,507415,476055,31360,59
4/4/16,syndication-aol-hp-test,2896,Beauty,Skincare,Jenny Patinkin,0.43,12578,12376,202,5434,143,653133,643448,9685,38
4/4/16,syndication-aol-hp-test,2326,Home,Kitchen & Food,Marcy McKenna,0.14,3905,3849,56,550,11,256542,254567,1975,50
4/4/16,syndication-aol-hp-test,2506,Accessories,Hosiery,Alison Deyette,0.02,3210,3167,43,60,3,120109,118648,1461,20
4/4/16,syndication-aol-hp-test,2897,Accessories,Shoes,Zoe Ruderman,0.15,17101,16670,431,2520,42,695692,674274,21418,60
4/1/16,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.15,2676,2574,102,404,6,156811,151419,5392,67.33
4/1/16,syndication-aol-hp-test,2891,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.33,5107,4955,152,1670,26,224331,219370,4961,64.23
4/1/16,syndication-aol-hp-test,2889,Accessories,Bags,Karla Cavalli,0.08,13711,13423,288,1106,14,471936,457116,14820,79
3/31/16,syndication-aol-hp-test,2837,Accessories,Shoes,Tienlyn Jacobson,0.38,3147,3105,42,1192,8,144204,142981,1223,149
3/31/16,syndication-aol-hp-test,2180,Home,Travel,Marcy McKenna,0.28,34515,33309,1206,9604,98,3089558,2981923,107635,98
3/31/16,syndication-aol-hp-test,2215,Health & Fitness,Health & Wellness,Christine Bibbo Herr,0.05,1232,1200,32,57.99,1,47365,45863,1502,57.99
3/31/16,syndication-aol-hp-test,2834,Beauty,Skincare,Zoe Ruderman,0.24,5317,5024,293,1272,53,281862,263016,18846,24
3/31/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0.31,14745,14600,145,4635,103,932291,925869,6422,45
3/31/16,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.17,7406,7118,288,1289,28,436604,418886,17718,46.04
3/31/16,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.23,1292,1247,45,300,4,39479,37693,1786,75
3/31/16,syndication-aol-hp-test,2858,Health & Fitness,Hydration,Susan Yara,0.02,4943,4917,26,115,3,205746,204268,1478,38.33
3/30/16,syndication-aol-hp-test,1972,Accessories,Shoes,Marcy McKenna,0.17,6066,5901,165,1011,44,323987,314582,9405,22.98
3/30/16,syndication-aol-hp-test,2858,Health & Fitness,Hydration,Susan Yara,0.15,9994,9894,100,1455,41,411713,406852,4861,35.49
3/30/16,syndication-aol-hp-test,2883,Beauty,Makeup,Jamie Greenberg,0.25,6370,6214,156,1620,30,417891,405435,12456,54
3/30/16,syndication-aol-hp-test,2778,Health & Fitness,Hydration,Zoe Ruderman,0.3,8963,8703,260,2665,73,374563,366525,8038,36.51
3/30/16,syndication-aol-hp-test,2780,Accessories,Shoes,Karla Cavalli,0.34,1898,1873,25,650,5,64622,63305,1317,130
3/30/16,syndication-aol-hp-test,1651,Beauty,Skincare,Jenny Patinkin,0.27,4107,4025,82,1090,7,270884,265101,5783,155.71
3/30/16,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.17,8548,8335,213,1425,19,258404,250597,7807,75
3/30/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0.25,34485,34183,302,8550,190,2141874,2128538,13336,45
3/29/16,syndication-aol-hp-test,1850,Beauty,Makeup,Jenny Patinkin,0.28,9025,8854,171,2520,90,716946,702583,14363,28
3/29/16,syndication-aol-hp-test,2655,Beauty,Hair,Zoe Ruderman,0.13,15109,15016,93,1930,74,1172004,1165540,6464,26.08
3/29/16,syndication-aol-hp-test,2313,Beauty,Tools,Marcy McKenna,0.14,11122,10808,314,1531,19,523508,502802,20706,80.58
3/29/16,syndication-aol-hp-test,2736,Beauty,Skincare,Susan Yara,0.06,8040,7960,80,450,18,303438,299834,3604,25
3/28/16,syndication-aol-hp-test,2339,Beauty,Tools,Zoe Ruderman,0.15,24710,24643,67,3778,356,2233856,2229041,4815,10.61
3/28/16,syndication-aol-hp-test,2905,Beauty,Hair,Zoe Ruderman,0.2,33315,32347,968,6693,194,3049885,2980509,69376,34.5
3/26/16,syndication-aol-hp-test,2339,Beauty,Tools,Zoe Ruderman,0.16,9512,9426,86,1558,146,861845,853195,8650,10.67
3/25/16,syndication-aol-hp-test,2266,Beauty,Oral Care,Zoe Ruderman,0.12,5579,5468,111,675,3,284257,277772,6485,225
3/25/16,syndication-aol-hp-test,2339,Beauty,Tools,Zoe Ruderman,0.15,23275,22834,441,3462,325,2076595,2029904,46691,10.65
3/25/16,syndication-aol-hp-test,2518,Home,Storage & Organization,Marcy McKenna,1.02,2452,2325,127,2506,14,216740,205783,10957,179
3/25/16,syndication-aol-hp-test,2832,Beauty,Skincare,Zoe Ruderman,0.23,19728,19414,314,4545,201,1167539,1147096,20443,22.61
3/24/16,syndication-aol-hp-test,2348,Home,Storage & Organization,Marcy McKenna,0.08,8868,8740,128,728,28,564468,557687,6781,26
3/24/16,syndication-aol-hp-test,2874,Beauty,Skincare,Jenny Patinkin,0.1,1165,1120,45,120,6,59842,57364,2478,20
3/24/16,syndication-aol-hp-test,2118,Beauty,Skincare,Shalini Vadhera,0.15,1216,1204,12,177,3,60627,59955,672,59
3/24/16,syndication-aol-hp-test,2518,Home,Storage & Organization,Marcy McKenna,1.09,11204,10683,521,12172,68,907457,867228,40229,179
3/23/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.58,1666,1642,24,965,7,81651,80312,1339,137.86
3/23/16,syndication-aol-hp-test,2868,Accessories,Shoes,Anita Patrickson,0.64,7995,7480,515,5096,104,346569,325132,21437,49
3/23/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.26,8150,8077,73,2080,13,434605,429893,4712,160
3/23/16,syndication-aol-hp-test,2737,Accessories,Fashion Jewelry,Zoe Ruderman,0.26,1787,1762,25,468,6,68193,67307,886,78
3/23/16,syndication-aol-hp-test,2118,Beauty,Skincare,Shalini Vadhera,0.12,4829,4780,49,590,10,234969,232240,2729,59
3/22/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.22,10957,10842,115,2389,18,530806,524631,6175,132.72
3/22/16,syndication-aol-hp-test,767,Health & Fitness,Nutrition & Detox,Leandra Rouse,0.1,2067,2025,42,217,9,88398,86457,1941,24.11
3/22/16,syndication-aol-hp-test,2844,Home,Travel,Marcy McKenna,0.82,4605,4540,65,3773,77,270052,267248,2804,49
3/22/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.22,2153,2135,18,480,3,115837,115235,602,160
3/22/16,syndication-aol-hp-test,2722,Beauty,Skincare,Jenny Patinkin,0.03,6334,5876,458,210,6,302430,287110,15320,35
3/21/16,syndication-aol-hp-test,767,Health & Fitness,Nutrition & Detox,Leandra Rouse,0.11,18722,18397,325,1967,89,815414,801402,14012,22.1
3/21/16,syndication-aol-hp-test,2831,Accessories,Fashion Jewelry,Zoe Ruderman,0.06,3874,3641,233,228,6,131116,122586,8530,38
3/21/16,syndication-aol-hp-test,2865,Beauty,Makeup,Naomi Priestley,0,2046,2026,20,0,0,68016,66807,1209,
3/21/16,syndication-aol-hp-test,2866,Beauty,Skincare,Susan Yara,0.09,17369,17171,198,1520,80,826039,814876,11163,19
3/20/16,syndication-aol-hp-test,2865,Beauty,Makeup,Naomi Priestley,0.03,13258,13192,66,385,7,504375,500732,3643,55
3/20/16,syndication-aol-hp-test,2837,Accessories,Shoes,Tienlyn Jacobson,0.13,1119,1103,16,149,1,41194,40163,1031,149
3/20/16,syndication-aol-hp-test,2441,Beauty,Tools,Zoe Ruderman,0.19,5586,5579,7,1040,8,322742,322344,398,130
3/20/16,syndication-aol-hp-test,2886,Home,Storage & Organization,Susan Yara,0.34,3086,2990,96,1050,6,175042,168604,6438,175
3/19/16,syndication-aol-hp-test,2516,Home,Storage & Organization,Marcy McKenna,0,1964,1956,8,0,0,199188,198751,437,
3/19/16,syndication-aol-hp-test,2885,Home,Travel,Marcy McKenna,0,1827,1823,4,0,0,152032,151701,331,
3/19/16,syndication-aol-hp-test,2723,Beauty,Skincare,Jenny Patinkin,0,4164,4093,71,0,0,263879,260711,3168,
3/18/16,syndication-aol-hp-test,2723,Beauty,Skincare,Jenny Patinkin,0.39,4786,4717,69,1874,26,303718,299980,3738,72.08
3/18/16,syndication-aol-hp-test,2736,Beauty,Skincare,Susan Yara,0.08,6421,6372,49,525,21,248834,247004,1830,25
3/18/16,syndication-aol-hp-test,2362,Beauty,Tools,Marcy McKenna,0.34,8009,7971,38,2748,64,535504,534466,1038,42.94
3/18/16,syndication-aol-hp-test,2861,Apparel,Sweaters,Alison Deyette,0.28,10634,10253,381,2989,61,385449,371306,14143,49
3/18/16,syndication-aol-hp-test,2860,Beauty,Skincare,Mikaela South,0.1,1062,1031,31,110,2,33621,31929,1692,55
3/18/16,syndication-aol-hp-test,2767,Beauty,Makeup,Naomi Priestley,0.03,1152,1129,23,38,1,61450,60312,1138,38
3/17/16,syndication-aol-hp-test,2860,Beauty,Skincare,Mikaela South,0.16,11667,11456,211,1870,34,580766,570977,9789,55
3/17/16,syndication-aol-hp-test,2837,Accessories,Shoes,Tienlyn Jacobson,0.58,9781,9587,194,5662,38,455392,446468,8924,149
3/17/16,syndication-aol-hp-test,2856,Accessories,Bags,Karla Cavalli,0,1105,1073,32,0,0,50363,48946,1417,
3/17/16,syndication-aol-hp-test,2441,Beauty,Tools,Zoe Ruderman,0.14,1828,1825,3,260,2,111143,111045,98,130
3/16/16,syndication-aol-hp-test,2853,Accessories,Fashion Jewelry,Karla Cavalli,0,1529,1519,10,0,0,29267,29004,263,
3/16/16,syndication-aol-hp-test,2858,Health & Fitness,Hydration,Susan Yara,0.38,14982,14268,714,5720,162,840777,806039,34738,35.31
3/16/16,syndication-aol-hp-test,2856,Accessories,Bags,Karla Cavalli,0.58,15079,14468,611,8763,127,835565,803093,32472,69
3/16/16,syndication-aol-hp-test,2851,Beauty,Fragrance ,Jenny Patinkin,0.08,1492,1481,11,120,4,43427,43051,376,30
3/15/16,syndication-aol-hp-test,2851,Beauty,Fragrance ,Jenny Patinkin,0.06,1616,1603,13,90,3,49689,49118,571,30
3/15/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.12,2709,2698,11,320,2,143979,143250,729,160
3/15/16,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.19,7444,7404,40,1422,27,377599,375144,2455,52.67
3/15/16,syndication-aol-hp-test,2853,Accessories,Fashion Jewelry,Karla Cavalli,0.03,11538,11385,153,392,8,285160,279761,5399,49
3/15/16,syndication-aol-hp-test,2825,Home,Tech Accessories,Marcy McKenna,0.87,1039,1005,34,900,45,71915,69886,2029,20
3/15/16,syndication-aol-hp-test,2348,Home,Storage & Organization,Marcy McKenna,0.14,4367,4316,51,624,24,304026,301417,2609,26
3/15/16,syndication-aol-hp-test,2813,Beauty,Skincare,Susan Yara,0.02,5510,5501,9,98,2,163969,163804,165,49
3/14/16,syndication-aol-hp-test,2851,Beauty,Fragrance ,Jenny Patinkin,0.07,1658,1623,35,120,4,67160,65729,1431,30
3/14/16,syndication-aol-hp-test,2523,Beauty,Hair,Joy Bergin,0,1378,1370,8,0,0,84421,83970,451,
3/14/16,syndication-aol-hp-test,2348,Home,Storage & Organization,Marcy McKenna,0.1,18030,17768,262,1872,72,1233375,1217540,15835,26
3/14/16,syndication-aol-hp-test,2852,Beauty,Makeup,Naomi Priestley,0.16,4429,4267,162,720,27,449394,428509,20885,26.67
3/14/16,syndication-aol-hp-test,2825,Home,Tech Accessories,Marcy McKenna,0.74,2151,2077,74,1600,80,144969,140469,4500,20
3/14/16,syndication-aol-hp-test,2835,Accessories,Shoes,Zoe Ruderman,0.36,6453,6109,344,2352,24,238124,222177,15947,98
3/14/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.28,7433,7364,69,2080,13,413189,408967,4222,160
3/13/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.31,7220,7160,60,2205,16,361330,358336,2994,137.81
3/13/16,syndication-aol-hp-test,2851,Beauty,Fragrance ,Jenny Patinkin,0.05,20550,20410,140,1110,37,795849,788054,7795,30
3/12/16,syndication-aol-hp-test,2523,Beauty,Hair,Joy Bergin,0.15,2116,2074,42,312,12,151399,148784,2615,26
3/12/16,syndication-aol-hp-test,2885,Home,Travel,Marcy McKenna,1.3,1380,1349,31,1795,25,113470,111469,2001,71.8
3/12/16,syndication-aol-hp-test,2844,Home,Travel,Marcy McKenna,0.88,1499,1478,21,1323,27,92890,91451,1439,49
3/12/16,syndication-aol-hp-test,2848,Beauty,Hair,Sunnie Brook,0.13,11074,10573,501,1430,11,569775,538941,30834,130
3/11/16,syndication-aol-hp-test,2829,Beauty,Skincare,Zoe Ruderman,0.51,1011,967,44,520,16,44285,41771,2514,32.5
3/11/16,syndication-aol-hp-test,2767,Beauty,Makeup,Naomi Priestley,0.31,16942,16583,359,5168,136,844713,824311,20402,38
3/11/16,syndication-aol-hp-test,2845,Apparel,Sweaters,Karla Cavalli,0.04,19231,19124,107,759,11,492317,488422,3895,69
3/11/16,syndication-aol-hp-test,2844,Home,Travel,Marcy McKenna,0.58,7387,7338,49,4312,88,451347,447946,3401,49
