date,id,author,title,body,star_rating
2013-10-27,R3ODP5GBE2957A,claudia,boring,Extremely boring. Life situations that have already been talked about millions of times. I appreciate the spoonriver-style attempt but the result is a bit poor.,1.0
2013-10-26,R3L2EGGS3ZNV37,Mrs. Susan Taylor,I was hopeful,"I wanted to commit suicide while reading, and after reading this book.  I expected better prose.  Want my copy?  I'll send it to you.  I can't give it away.",1.0
2013-10-26,RYP5R57NTFTSD,Amazon Customer,Not up to previous work,"Runs hot and cold, hard to keep track of the players. Perhaps too much attention to family squabbles detracting from the story line. Actually the story line was weak to begin with.",2.0
2013-10-26,R23WLE4FFG4Q81,Amazon Customer,Too many other good books,"If you can read it through to the end there will be a reward for your efforts. On the other hand, there are so many great books out there why bother.",3.0
2013-10-26,R2FVV0DMZUJ1A1,Mladen Jergovic,Superb!,"Very fluent naration, great story, impeccable writing, reliably convincing characters, superb insight into what really drives us on, brilliant masterpiece.",5.0
2013-10-26,R2Z6PJQL2WL1E9,Shelley Isom,J.K. Rowling is this century's Chas. Dickens,"This novel is a complete departure from the wonderful Harry Potter books, which give me hope for the next generation as I can't imagine the many fans not wishing they could go to Hogwarts School instead of what we call the public education system.  Casual Vacancy is a portrait of a British small town.  There are dozens of characters, all wonderfully detailed, and all of it is somehow tied together by the death of a man of significance (Barry Fairbrother) and his impact on the town of Pagford.  All classes and types of people are represented here in the most complete characterization of humanity in its current struggles.  Nobody has done it better!!  Rowling is a major writer.",5.0
2013-10-26,R2MN45FXFSPZQT,Hovsep Hacopian,I liked it very much,I liked it very much.  Character study is brilliant and it transfers the feel of the moment in the story very well. I would have liked a little more at the end.,4.0
2013-10-26,RJHXTNINWYOY5,Mary M. Helmstetter,Rowling,"The book is okay, but the foul language is totally unnecessary. If there is a next book in the series, I will pass.",2.0
2013-10-26,R15KR9TXIVHZ35,Kimberly D. Baldwin,"Good, not great","Aside from Ann Patchett, no one seems to like this book. But I liked it. In full disclosure, I wanted to like it. I tend to like the books Ann Patchett recommends; I also love J.K. Rowling. I think Rowling is a great storyteller & develops characters like no other author I've read. I wouldn't go so far as to say I loved it, or that it made me cry, but I liked it & I'm glad I read it. It's a long, winding story with a town full of characters, none of them the protagonist & not a lot happens until the last few pages. It's a beautiful, well written book that I will probably never read again.",3.0
2013-10-26,R1OPGF61SQL3MQ,Jean Banks,Ms. Rowling Writes Great Adult Books,Ms. Rowling writes a great story.  She kept me wanting to come back to the book to see what was coming next.  I really enjoyed her adult books and I never read her Harry Potter series.,5.0
2013-10-25,R1ABXSW0SHDKI6,Nancy Petralia,Unimaginative,"This was a huge disappointment. I only finished it because 1) my mother told me to finish what I started, and 2) a friend said it got better after the middle and had a good ending.",1.0
2013-10-25,RUKAYIBPPSV4T,Barbara,Casual Vacancy,Would rate zero if I could.  Worst book ever.  Not one character to like.,1.0
2013-10-25,R1K6Q4HEOL5JP7,Amazon Customer,Sad,"I've just finished reading the casual vacancy and I really enjoyed it. It is sad and traffic and not remotely Harry potter, but there is real depth and character development. The story is good. It's not epic or anything, just honest. I don't know that I would recommend it too everyone, but not every book is for everyone. I just know I enjoyed the emotional response this book caused.",5.0
2013-10-25,R18VMX0P26KWJL,PAM,The Casual Vacancy,Difficult to get started.  Characters a little confusing at start.  But good read. The Casual Vacancy ---interesting to read about politics in small town in England.,2.0
2013-10-25,R1WZCK2X0EYV7Y,austinannie,Boring,"Too long, too many characters to keep track of. I love her other books but this one is a big disappointment",1.0
2013-10-25,R1OIK8P3E99B6X,K. Fox,A captivating read,"I really like this book and did find it hard to put it down. I wanted to read it in one go! The story is believable and the characters have their own distinct voices, reaction guaranteed!",4.0
2013-10-24,RBSTQ9GY6UQIY,Diane Howard,authentic,"the darker sides of Muggles, w redemption at a steep price, told w nuance in a complex structure. worth reading!",4.0
2013-10-24,R1H9XXUPYA6DEZ,JD,GREAT BOOK!!,"I am a huge fan of JK Rowling, and this book did not disappoint! Different from her other books, which was a great surprise!",5.0
2013-10-24,R2COL2XS1OTQIB,penran,the Casual Vacancy,"I found it hard to understand that the author who could create such believable characters and suspense as existed in the Harry Potter books could offer such boring, dull and unsuspenseful characters and story line as existed in this book. It was predictable and trite. Maybe listening to it was part of the problem. Perhaps I could have raced along if reading and skipped some of the overly descriptive passages. I certainly would not have had to listen to the British accent. While I found none of the characters likable or sympathetic I continued listening because I kept hoping it would get better. It did not.",1.0
2013-10-24,R37GRV01O9MVTL,Jonie,Negative,"Boring.....I gave up 3/4's of the way through.  The story is boring, the characters are boring. This is a good book to use as a sleeping pill.",2.0
2013-10-24,R3N8EDN8M9ZTC0,Caseyannie,The effects of bulling,At first glance I thought there were to many characters to keep up with.  Then I found that the author developed them so well that was not a problem and each had a reason for being there.,5.0
2013-10-23,REP3CEZYMXDMO,Sararuna,Tough,Casual Vacancy has left me speechless and wrung out. It was challenging to keep all characters straight and to find any to like yet the story was compelling and now that I've finished I keep going over the relationships and actions were never quite what they seemed. Rawlings has achieved something thought provoking.,4.0
2013-10-23,R1ZHULCI3PON6L,Nikki's Opinion,"Ms. Rowling, what were you thinking?","I feel strongly that if you write an outstanding series for children, you have a certain responsibility to maintain values in future books, even those intended for adults. Like a child star gone wrong, this book went the wrong way ... Language & situations just way too dark!!!  It dampened my enjoyment of the Harry Potter series.",1.0
2013-10-23,R2NSQRCEUSAUQU,Suzanne E. Frew-Harris,Small Town Politics And Lives,"Seemingly slow because of all the characters involved, the web gets spun and the story takes off and into each home's secrets.",4.0
2013-10-22,R28LOCRGNUB581,mel3600,Very Disappointed,"Loved her harry potter books.  Thought I would enjoy a more adult story, but this had too many f bombs for me.",1.0
2013-10-22,R3E18T04HXRNBM,Amazon Customer,So Very Disappointed,"First off, I didn't buy this book.  I rented it from the library.  Second, I wanted to like this book.  I really like JK Rowling as an author.  I think she is a good one.  But man was I disappointed in this book and in her.  She seemed to take every bad thing about humanity and put it into one book about one small town, and killed off the one ""good"" man in the whole story. (And no, that wasn't a spoiler.  You learn that he dies from the cover.)",2.0
